day,type_name,sub_type_name,shop_name,service,use
20170315,cocktail2,base16,user_type1,1,840.0
20170323,cocktail2,base16,user_type1,1,893.0
20170407,cocktail2,base16,user_type1,1,322.0
20170428,cocktail2,base16,user_type1,1,213.0
20170927,cocktail2,base16,user_type1,1,260.0
20151229,cocktail2,base28,user_type1,1,236.0
20160122,cocktail2,base28,user_type1,1,86.0
20160304,cocktail2,base28,user_type1,1,84.0
20160520,cocktail2,base28,user_type1,1,428.0
20160603,cocktail2,base28,user_type1,1,233.0
20160708,cocktail2,base28,user_type1,1,12.0
20160808,cocktail2,base28,user_type1,1,109.0
20170106,cocktail2,base28,user_type1,1,76.0
20170217,cocktail2,base28,user_type1,1,307.0
20170315,cocktail2,base28,user_type1,1,585.0
20170323,cocktail2,base28,user_type1,1,362.0
20170428,cocktail2,base28,user_type1,1,194.0
20180125,cocktail2,base28,user_type1,1,20.0
20160204,cocktail2,base45,user_type4,1,36.0
20180117,cocktail2,base45,user_type4,1,41.0
20180820,cocktail2,base45,user_type4,1,734.0
20180911,cocktail2,base45,user_type4,1,365.0
20181016,cocktail2,base45,user_type4,1,371.0
20160204,cocktail2,base43,user_type4,1,101.0
20160225,cocktail2,base43,user_type4,1,661.0
20160317,cocktail2,base43,user_type4,1,1102.0
20160414,cocktail2,base43,user_type4,1,282.0
20160713,cocktail2,base43,user_type4,1,73.0
20160817,cocktail2,base43,user_type4,1,388.0
20160928,cocktail2,base43,user_type4,1,388.0
20161116,cocktail2,base43,user_type4,1,175.0
20161214,cocktail2,base43,user_type4,1,424.0
20170105,cocktail2,base43,user_type4,1,1311.0
20170118,cocktail2,base43,user_type4,1,31.0
20170215,cocktail2,base43,user_type4,1,264.0
20170315,cocktail2,base43,user_type4,1,431.0
20170414,cocktail2,base43,user_type5,1,198.0
20170713,cocktail2,base43,user_type4,1,119.0
20170821,cocktail2,base43,user_type4,1,244.0
20170911,cocktail2,base43,user_type4,1,567.0
20170914,cocktail2,base43,user_type4,1,218.0
20170922,cocktail2,base43,user_type4,1,399.0
20170925,cocktail2,base43,user_type4,1,386.0
20171012,cocktail2,base43,user_type4,1,433.0
20171020,cocktail2,base43,user_type4,1,562.0
20171207,cocktail2,base43,user_type4,1,115.0
20180220,cocktail2,base43,user_type4,1,556.0
20180316,cocktail2,base43,user_type4,1,251.0
20180411,cocktail2,base43,user_type4,1,310.0
20180717,cocktail2,base43,user_type4,1,81.0
20180717,cocktail2,base43,user_type78,1,59.0
20180820,cocktail2,base43,user_type4,1,267.0
20181012,cocktail2,base43,user_type4,1,312.0
20181107,cocktail2,base43,user_type4,1,361.0
20181211,cocktail2,base43,user_type4,1,196.0
20151012,cocktail3,base52,user_type10,1,134.0
20150410,cocktail3,base10,user_type15,1,237.0
20151012,cocktail3,base9,user_type10,1,257.0
20180417,cocktail3,base9,user_type81,1,414.0
20180126,cocktail3,base37,user_type81,1,1239.0
20180417,cocktail3,base76,user_type81,1,1923.0
20180419,cocktail3,base76,user_type81,1,468.0
20180420,cocktail3,base76,user_type81,1,848.0
20180423,cocktail3,base76,user_type81,1,77.0
20180913,cocktail3,base76,user_type81,1,3951.0
20180920,cocktail3,base76,user_type81,1,4154.0
20180524,cocktail3,base4,user_type81,1,3644.0
20151019,cocktail3,base14,user_type15,1,4254.0
20170412,cocktail3,base14,user_type15,1,350.0
20180126,cocktail3,base14,user_type81,1,3272.0
20150922,cocktail3,base2,user_type15,1,2070.0
20150924,cocktail3,base2,user_type15,1,1246.0
20151102,cocktail3,base2,user_type15,1,1092.0
20160323,cocktail3,base2,user_type15,1,422.0
20171016,cocktail3,base2,user_type3,0,413.0
20180126,cocktail3,base2,user_type81,1,2876.0
20180417,cocktail3,base2,user_type81,1,1612.0
20180423,cocktail3,base2,user_type81,1,35.0
20181116,cocktail3,base2,user_type24,1,476.0
20181123,cocktail3,base2,user_type23,1,301.0
20181128,cocktail3,base2,user_type24,1,41.0
20151202,cocktail3,base7,user_type17,0,495.0
20171128,cocktail3,base7,user_type81,1,403.0
20180126,cocktail3,base7,user_type81,1,5395.0
20180524,cocktail3,base7,user_type81,1,1161.0
20180523,cocktail3,base75,user_type15,1,576.0
20171101,cocktail3,base8,user_type2,0,257.0
20171123,cocktail3,base8,user_type15,1,1040.0
20150921,cocktail3,base40,user_type10,1,484.0
20171106,cocktail3,base11,user_type81,1,773.0
20180514,cocktail3,base11,user_type81,1,858.0
20180530,cocktail3,base11,user_type81,1,1425.0
20180607,cocktail3,base11,user_type81,1,1190.0
20180920,cocktail3,base11,user_type81,1,5691.0
20151002,cocktail3,base1,user_type15,1,418.0
20151102,cocktail3,base1,user_type15,1,1895.0
20161005,cocktail3,base1,user_type15,1,688.0
20170403,cocktail3,base1,user_type2,0,141.0
20171026,cocktail3,base1,user_type2,0,12.0
20171120,cocktail3,base1,user_type2,0,196.0
20171219,cocktail3,base1,user_type15,1,386.0
20171221,cocktail3,base1,user_type15,1,196.0
20180330,cocktail3,base1,user_type15,1,576.0
20180411,cocktail3,base1,user_type15,1,282.0
20180417,cocktail3,base1,user_type15,1,282.0
20180426,cocktail3,base1,user_type15,1,803.0
20180516,cocktail3,base1,user_type15,1,622.0
20180601,cocktail3,base1,user_type15,1,623.0
20181019,cocktail3,base1,user_type15,1,803.0
20181029,cocktail3,base1,user_type15,1,1370.0
20181211,cocktail3,base1,user_type15,1,463.0
20181212,cocktail3,base1,user_type15,1,350.0
20150410,cocktail3,base56,user_type15,1,170.0
20150528,cocktail3,base0,user_type14,0,1746.0
20151001,cocktail3,base0,user_type10,1,1387.0
20160328,cocktail3,base0,user_type15,1,463.0
20160328,cocktail3,base0,user_type10,1,2228.0
20160404,cocktail3,base0,user_type10,1,690.0
20160510,cocktail3,base0,user_type0,1,11.0
20160517,cocktail3,base0,user_type0,1,12.0
20160705,cocktail3,base0,user_type0,1,12.0
20160726,cocktail3,base0,user_type0,1,548.0
20160809,cocktail3,base0,user_type0,1,14.0
20160824,cocktail3,base0,user_type0,1,16.0
20160830,cocktail3,base0,user_type0,1,12.0
20160831,cocktail3,base0,user_type0,1,14.0
20160906,cocktail3,base0,user_type0,1,865.0
20160912,cocktail3,base0,user_type10,1,988.0
20160920,cocktail3,base0,user_type0,1,521.0
20161004,cocktail3,base0,user_type0,1,609.0
20161018,cocktail3,base0,user_type2,0,527.0
20161025,cocktail3,base0,user_type0,1,585.0
20161107,cocktail3,base0,user_type2,0,89.0
20161114,cocktail3,base0,user_type0,1,282.0
20161128,cocktail3,base0,user_type0,1,238.0
20161219,cocktail3,base0,user_type0,1,310.0
20170123,cocktail3,base0,user_type0,1,520.0
20170220,cocktail3,base0,user_type0,1,126.0
20170303,cocktail3,base0,user_type15,1,237.0
20170306,cocktail3,base0,user_type0,1,987.0
20170320,cocktail3,base0,user_type0,1,163.0
20170403,cocktail3,base0,user_type2,0,564.0
20170407,cocktail3,base0,user_type15,1,350.0
20170410,cocktail3,base0,user_type2,0,294.0
20170410,cocktail3,base0,user_type0,1,307.0
20170417,cocktail3,base0,user_type0,1,127.0
20170508,cocktail3,base0,user_type2,0,252.0
20170510,cocktail3,base0,user_type15,1,576.0
20170512,cocktail3,base0,user_type15,1,1658.0
20170619,cocktail3,base0,user_type2,0,86.0
20170621,cocktail3,base0,user_type2,0,312.0
20170629,cocktail3,base0,user_type2,0,270.0
20170717,cocktail3,base0,user_type0,1,162.0
20170821,cocktail3,base0,user_type0,1,475.0
20170904,cocktail3,base0,user_type0,1,318.0
20170915,cocktail3,base0,user_type90,1,2485.0
20171016,cocktail3,base0,user_type3,0,413.0
20171020,cocktail3,base0,user_type2,0,435.0
20171026,cocktail3,base0,user_type2,0,13.0
20171031,cocktail3,base0,user_type81,1,980.0
20171101,cocktail3,base0,user_type2,0,420.0
20171106,cocktail3,base0,user_type81,1,1478.0
20171128,cocktail3,base0,user_type81,1,403.0
20171204,cocktail3,base0,user_type0,1,252.0
20171219,cocktail3,base0,user_type81,1,403.0
20180126,cocktail3,base0,user_type81,1,5556.0
20180129,cocktail3,base0,user_type0,1,311.0
20180130,cocktail3,base0,user_type81,1,807.0
20180305,cocktail3,base0,user_type0,1,549.0
20180305,cocktail3,base0,user_type81,1,190.0
20180321,cocktail3,base0,user_type81,1,601.0
20180329,cocktail3,base0,user_type15,1,659.0
20180417,cocktail3,base0,user_type15,1,350.0
20180417,cocktail3,base0,user_type81,1,2016.0
20180423,cocktail3,base0,user_type81,1,77.0
20180426,cocktail3,base0,user_type15,1,350.0
20180430,cocktail3,base0,user_type15,1,875.0
20180514,cocktail3,base0,user_type81,1,434.0
20180523,cocktail3,base0,user_type15,1,690.0
20180530,cocktail3,base0,user_type81,1,1582.0
20180607,cocktail3,base0,user_type81,1,954.0
20180621,cocktail3,base0,user_type15,1,1308.0
20180920,cocktail3,base0,user_type81,1,4448.0
20181030,cocktail3,base0,user_type24,1,364.0
20181102,cocktail3,base0,user_type2,0,374.0
20181114,cocktail3,base0,user_type81,1,808.0
20181116,cocktail3,base0,user_type24,1,234.0
20181127,cocktail3,base0,user_type15,1,576.0
20181128,cocktail3,base0,user_type24,1,24.0
20150903,cocktail3,base15,user_type15,1,350.0
20151102,cocktail3,base15,user_type15,1,2837.0
20151012,cocktail3,base6,user_type10,1,134.0
20171024,cocktail3,base46,user_type15,1,350.0
20180309,cocktail3,base46,user_type15,1,223.0
20150410,cocktail3,base36,user_type15,1,328.0
20150422,cocktail3,base36,user_type15,1,418.0
20181019,cocktail3,base36,user_type15,1,576.0
20180913,cocktail3,base34,user_type81,1,1193.0
20160420,cocktail3,base20,user_type10,1,1341.0
20180126,cocktail3,base20,user_type81,1,543.0
20160527,cocktail3,base26,user_type15,1,300.0
20150911,cocktail3,base12,user_type2,0,520.0
20151202,cocktail3,base12,user_type17,0,495.0
20150427,cocktail3,base94,user_type15,1,1988.0
20150507,cocktail3,base94,user_type15,1,350.0
20150706,cocktail3,base94,user_type15,1,3306.0
20151102,cocktail3,base94,user_type15,1,983.0
20160328,cocktail3,base94,user_type15,1,4882.0
20160425,cocktail3,base94,user_type15,1,9898.0
20160502,cocktail3,base94,user_type15,1,4336.0
20160527,cocktail3,base94,user_type15,1,1092.0
20160728,cocktail3,base94,user_type15,1,422.0
20160912,cocktail3,base94,user_type15,1,3718.0
20160926,cocktail3,base94,user_type15,1,237.0
20161004,cocktail3,base94,user_type15,1,38.0
20161005,cocktail3,base94,user_type15,1,834.0
20161012,cocktail3,base94,user_type15,1,7834.0
20161013,cocktail3,base94,user_type15,1,23.0
20161102,cocktail3,base94,user_type15,1,999.0
20161114,cocktail3,base94,user_type15,1,4254.0
20170113,cocktail3,base94,user_type15,1,3718.0
20170220,cocktail3,base94,user_type15,1,401.0
20170329,cocktail3,base94,user_type15,1,504.0
20170418,cocktail3,base94,user_type15,1,2070.0
20170427,cocktail3,base94,user_type15,1,1092.0
20170529,cocktail3,base94,user_type15,1,463.0
20170607,cocktail3,base94,user_type15,1,237.0
20170626,cocktail3,base94,user_type15,1,1222.0
20170627,cocktail3,base94,user_type15,1,102.0
20170814,cocktail3,base94,user_type15,1,4449.0
20170818,cocktail3,base94,user_type15,1,2760.0
20170831,cocktail3,base94,user_type15,1,4769.0
20170908,cocktail3,base94,user_type15,1,1092.0
20170928,cocktail3,base94,user_type15,1,5057.0
20171010,cocktail3,base94,user_type15,1,3718.0
20171113,cocktail3,base94,user_type15,1,1555.0
20171114,cocktail3,base94,user_type15,1,4171.0
20171115,cocktail3,base94,user_type15,1,401.0
20180323,cocktail3,base94,user_type15,1,8250.0
20180430,cocktail3,base94,user_type15,1,875.0
20180502,cocktail3,base94,user_type15,1,8116.0
20180517,cocktail3,base94,user_type15,1,1246.0
20180607,cocktail3,base94,user_type15,1,3932.0
20180621,cocktail3,base94,user_type15,1,443.0
20180711,cocktail3,base94,user_type15,1,168.0
20150529,cocktail3,base67,user_type14,0,2520.0
20150721,cocktail3,base67,user_type14,0,857.0
20150522,cocktail3,base44,user_type15,1,690.0
20150605,cocktail3,base44,user_type15,1,912.0
20171031,cocktail3,base44,user_type81,1,699.0
20151019,cocktail3,base23,user_type15,1,1308.0
20160315,cocktail3,base23,user_type15,1,350.0
20160328,cocktail3,base23,user_type15,1,1710.0
20160628,cocktail3,base23,user_type15,1,1596.0
20160902,cocktail3,base23,user_type15,1,4645.0
20170414,cocktail3,base23,user_type15,1,3471.0
20170425,cocktail3,base23,user_type15,1,4954.0
20170901,cocktail3,base23,user_type15,1,20.0
20171031,cocktail3,base23,user_type81,1,5042.0
20171122,cocktail3,base23,user_type15,1,1895.0
20171219,cocktail3,base23,user_type81,1,901.0
20180126,cocktail3,base23,user_type81,1,898.0
20180515,cocktail3,base23,user_type81,1,1009.0
20180530,cocktail3,base23,user_type81,1,859.0
20181204,cocktail3,base23,user_type15,1,350.0
20150408,cocktail3,base39,user_type15,1,4542.0
20150413,cocktail3,base39,user_type15,1,5407.0
20150415,cocktail3,base39,user_type15,1,690.0
20150422,cocktail3,base39,user_type15,1,1778.0
20150427,cocktail3,base39,user_type15,1,690.0
20150507,cocktail3,base39,user_type15,1,1551.0
20150508,cocktail3,base39,user_type15,1,3703.0
20150513,cocktail3,base39,user_type15,1,1144.0
20150601,cocktail3,base39,user_type15,1,504.0
20150706,cocktail3,base39,user_type15,1,3306.0
20150820,cocktail3,base39,user_type15,1,1182.0
20150915,cocktail3,base39,user_type15,1,2482.0
20151013,cocktail3,base39,user_type15,1,2070.0
20151019,cocktail3,base39,user_type15,1,9156.0
20151102,cocktail3,base39,user_type15,1,401.0
20160323,cocktail3,base39,user_type15,1,1421.0
20160328,cocktail3,base39,user_type15,1,3126.0
20160502,cocktail3,base39,user_type15,1,5634.0
20160504,cocktail3,base39,user_type15,1,5006.0
20160511,cocktail3,base39,user_type15,1,971.0
20160718,cocktail3,base39,user_type15,1,916.0
20160728,cocktail3,base39,user_type15,1,588.0
20160902,cocktail3,base39,user_type15,1,1740.0
20160912,cocktail3,base39,user_type15,1,4542.0
20161010,cocktail3,base39,user_type15,1,1306.0
20161012,cocktail3,base39,user_type15,1,6186.0
20161014,cocktail3,base39,user_type15,1,4206.0
20161018,cocktail3,base39,user_type15,1,3063.0
20161020,cocktail3,base39,user_type15,1,2528.0
20161109,cocktail3,base39,user_type15,1,4015.0
20161114,cocktail3,base39,user_type15,1,6336.0
20170113,cocktail3,base39,user_type15,1,2070.0
20170124,cocktail3,base39,user_type15,1,7014.0
20170213,cocktail3,base39,user_type15,1,706.0
20170220,cocktail3,base39,user_type15,1,160.0
20170317,cocktail3,base39,user_type15,1,1092.0
20170329,cocktail3,base39,user_type15,1,1370.0
20170330,cocktail3,base39,user_type15,1,1143.0
20170403,cocktail3,base39,user_type15,1,690.0
20170412,cocktail3,base39,user_type15,1,350.0
20170414,cocktail3,base39,user_type15,1,6787.0
20170418,cocktail3,base39,user_type15,1,1658.0
20170421,cocktail3,base39,user_type15,1,2066.0
20170425,cocktail3,base39,user_type15,1,5778.0
20170531,cocktail3,base39,user_type15,1,1493.0
20170607,cocktail3,base39,user_type15,1,350.0
20170615,cocktail3,base39,user_type15,1,112.0
20170619,cocktail3,base39,user_type15,1,690.0
20170627,cocktail3,base39,user_type15,1,258.0
20170629,cocktail3,base39,user_type15,1,1167.0
20170703,cocktail3,base39,user_type15,1,1324.0
20170710,cocktail3,base39,user_type15,1,237.0
20170818,cocktail3,base39,user_type15,1,4090.0
20170905,cocktail3,base39,user_type15,1,2173.0
20170912,cocktail3,base39,user_type15,1,7426.0
20171010,cocktail3,base39,user_type15,1,3718.0
20171030,cocktail3,base39,user_type15,1,6005.0
20171101,cocktail3,base39,user_type15,1,307.0
20171102,cocktail3,base39,user_type15,1,1658.0
20171114,cocktail3,base39,user_type15,1,5469.0
20171115,cocktail3,base39,user_type15,1,988.0
20171122,cocktail3,base39,user_type15,1,3152.0
20171206,cocktail3,base39,user_type15,1,1308.0
20171226,cocktail3,base39,user_type15,1,793.0
20180319,cocktail3,base39,user_type15,1,418.0
20180320,cocktail3,base39,user_type15,1,305.0
20180322,cocktail3,base39,user_type15,1,875.0
20180323,cocktail3,base39,user_type15,1,7014.0
20180326,cocktail3,base39,user_type15,1,576.0
20180329,cocktail3,base39,user_type15,1,793.0
20180330,cocktail3,base39,user_type15,1,1823.0
20180411,cocktail3,base39,user_type15,1,350.0
20180416,cocktail3,base39,user_type15,1,1916.0
20180417,cocktail3,base39,user_type15,1,350.0
20180430,cocktail3,base39,user_type15,1,1143.0
20180502,cocktail3,base39,user_type15,1,8116.0
20180509,cocktail3,base39,user_type15,1,891.0
20180511,cocktail3,base39,user_type15,1,1740.0
20180516,cocktail3,base39,user_type15,1,735.0
20180517,cocktail3,base39,user_type15,1,3306.0
20180521,cocktail3,base39,user_type15,1,2328.0
20180531,cocktail3,base39,user_type15,1,1370.0
20180607,cocktail3,base39,user_type15,1,6372.0
20180612,cocktail3,base39,user_type15,1,350.0
20180614,cocktail3,base39,user_type15,1,1370.0
20180620,cocktail3,base39,user_type15,1,350.0
20180627,cocktail3,base39,user_type15,1,463.0
20180711,cocktail3,base39,user_type15,1,2189.0
20181002,cocktail3,base39,user_type15,1,1740.0
20181022,cocktail3,base39,user_type15,1,4120.0
20181127,cocktail3,base39,user_type15,1,4779.0
20181203,cocktail3,base39,user_type15,1,2523.0
20181204,cocktail3,base39,user_type15,1,350.0
20181212,cocktail3,base39,user_type15,1,2750.0
20181220,cocktail3,base39,user_type15,1,875.0
20170615,cocktail3,base91,user_type15,1,128.0
20160527,cocktail3,base86,user_type15,1,1092.0
20170621,cocktail3,base86,user_type2,0,221.0
20170831,cocktail3,base86,user_type15,1,2173.0
20171206,cocktail3,base86,user_type15,1,1308.0
20150413,cocktail3,base57,user_type15,1,1658.0
20150427,cocktail3,base57,user_type15,1,1092.0
20150603,cocktail3,base57,user_type15,1,655.0
20150605,cocktail3,base57,user_type15,1,1087.0
20150611,cocktail3,base57,user_type15,1,3368.0
20150709,cocktail3,base57,user_type15,1,1256.0
20150710,cocktail3,base57,user_type15,1,463.0
20150820,cocktail3,base57,user_type15,1,2304.0
20150924,cocktail3,base57,user_type15,1,2070.0
20151002,cocktail3,base57,user_type15,1,690.0
20151015,cocktail3,base57,user_type15,1,1092.0
20151102,cocktail3,base57,user_type15,1,3142.0
20151109,cocktail3,base57,user_type15,1,875.0
20151207,cocktail3,base57,user_type15,1,1559.0
20160328,cocktail3,base57,user_type15,1,7783.0
20160418,cocktail3,base57,user_type15,1,782.0
20160425,cocktail3,base57,user_type15,1,710.0
20160527,cocktail3,base57,user_type15,1,118.0
20160725,cocktail3,base57,user_type15,1,2523.0
20160728,cocktail3,base57,user_type15,1,767.0
20161109,cocktail3,base57,user_type15,1,754.0
20170208,cocktail3,base57,user_type15,1,1493.0
20170330,cocktail3,base57,user_type15,1,1658.0
20170427,cocktail3,base57,user_type15,1,5778.0
20170504,cocktail3,base57,user_type15,1,576.0
20170530,cocktail3,base57,user_type15,1,1957.0
20170703,cocktail3,base57,user_type15,1,1370.0
20180319,cocktail3,base57,user_type15,1,1710.0
20180320,cocktail3,base57,user_type15,1,690.0
20180330,cocktail3,base57,user_type15,1,416.0
20180406,cocktail3,base57,user_type15,1,463.0
20180430,cocktail3,base57,user_type15,1,1143.0
20180511,cocktail3,base57,user_type15,1,463.0
20180528,cocktail3,base57,user_type15,1,576.0
20180531,cocktail3,base57,user_type15,1,690.0
20180601,cocktail3,base57,user_type15,1,350.0
20180711,cocktail3,base57,user_type15,1,401.0
20160315,cocktail3,base97,user_type15,1,443.0
20150909,cocktail3,base53,user_type28,1,797.0
20170517,cocktail3,base53,user_type15,1,282.0
20171101,cocktail3,base53,user_type15,1,381.0
20171123,cocktail3,base53,user_type15,1,916.0
20180503,cocktail3,base53,user_type15,1,690.0
20180530,cocktail3,base53,user_type81,1,1704.0
20150601,cocktail3,base93,user_type15,1,3510.0
20161017,cocktail3,base93,user_type15,1,4126.0
20161020,cocktail3,base93,user_type15,1,1164.0
20161114,cocktail3,base93,user_type15,1,3800.0
20170110,cocktail3,base93,user_type15,1,4954.0
20170113,cocktail3,base93,user_type15,1,443.0
20170421,cocktail3,base93,user_type15,1,576.0
20170619,cocktail3,base93,user_type15,1,463.0
20170912,cocktail3,base93,user_type15,1,5366.0
20171010,cocktail3,base93,user_type15,1,4954.0
20171011,cocktail3,base93,user_type15,1,3038.0
20171101,cocktail3,base93,user_type15,1,1524.0
20171102,cocktail3,base93,user_type15,1,2173.0
20180419,cocktail3,base93,user_type15,1,576.0
20180502,cocktail3,base93,user_type15,1,2482.0
20180503,cocktail3,base93,user_type15,1,350.0
20180511,cocktail3,base93,user_type15,1,463.0
20180521,cocktail3,base93,user_type15,1,282.0
20150922,cocktail3,base62,user_type15,1,3306.0
20160504,cocktail3,base62,user_type15,1,1658.0
20161012,cocktail3,base62,user_type15,1,2478.0
20161114,cocktail3,base62,user_type15,1,1581.0
20161121,cocktail3,base62,user_type15,1,2482.0
20170504,cocktail3,base62,user_type15,1,463.0
20170814,cocktail3,base62,user_type15,1,3471.0
20170831,cocktail3,base62,user_type15,1,3152.0
20170905,cocktail3,base62,user_type15,1,3862.0
20170912,cocktail3,base62,user_type15,1,638.0
20180411,cocktail3,base62,user_type15,1,418.0
20180511,cocktail3,base62,user_type15,1,2173.0
20180517,cocktail3,base62,user_type15,1,1246.0
20180531,cocktail3,base62,user_type15,1,463.0
20180601,cocktail3,base62,user_type15,1,463.0
20180711,cocktail3,base62,user_type15,1,400.0
20181212,cocktail3,base62,user_type15,1,463.0
20161020,cocktail3,base89,user_type15,1,1812.0
20170519,cocktail3,base89,user_type15,1,576.0
20171115,cocktail3,base89,user_type15,1,499.0
20150903,cocktail3,base64,user_type15,1,350.0
20181029,cocktail3,base64,user_type15,1,576.0
20150422,cocktail3,base79,user_type15,1,134.0
20181220,cocktail3,base79,user_type15,1,875.0
20150312,cocktail3,base65,user_type10,1,513.0
20151102,cocktail3,base65,user_type15,1,793.0
20160328,cocktail3,base65,user_type15,1,1267.0
20161004,cocktail3,base65,user_type15,1,463.0
20180716,cocktail3,base65,user_type15,1,1040.0
20181127,cocktail3,base65,user_type15,1,576.0
20151207,cocktail3,base63,user_type15,1,1040.0
20161109,cocktail3,base63,user_type15,1,1040.0
20180416,cocktail3,base63,user_type15,1,576.0
20150312,cocktail3,base83,user_type10,1,309.0
20150430,cocktail3,base83,user_type10,1,36.0
20171221,cocktail3,base83,user_type15,1,289.0
20160328,cocktail3,base22,user_type15,1,659.0
20150413,cocktail3,base77,user_type15,1,4995.0
20150508,cocktail3,base77,user_type15,1,875.0
20150915,cocktail3,base77,user_type15,1,3306.0
20150922,cocktail3,base77,user_type15,1,1092.0
20161004,cocktail3,base77,user_type15,1,690.0
20161010,cocktail3,base77,user_type15,1,793.0
20170929,cocktail3,base77,user_type15,1,463.0
20180521,cocktail3,base77,user_type15,1,350.0
20180612,cocktail3,base77,user_type15,1,237.0
20180711,cocktail3,base77,user_type15,1,138.0
20150922,cocktail3,base95,user_type15,1,1308.0
20180515,cocktail3,base95,user_type81,1,600.0
20150922,cocktail3,base29,user_type15,1,4130.0
20160328,cocktail3,base29,user_type15,1,3306.0
20161014,cocktail3,base29,user_type15,1,4126.0
20181203,cocktail3,base29,user_type15,1,2822.0
20181224,cocktail3,base29,user_type15,1,2070.0
20150413,cocktail3,base87,user_type15,1,1658.0
20160328,cocktail3,base87,user_type15,1,2482.0
20170410,cocktail3,base87,user_type2,0,575.0
20170526,cocktail3,base87,user_type2,0,103.0
20181127,cocktail3,base17,user_type15,1,3759.0
20160328,cocktail3,base98,user_type15,1,33.0
20181113,cocktail3,base98,user_type15,1,916.0
20181127,cocktail3,base98,user_type15,1,350.0
20150512,cocktail4,base5,user_type16,0,451.0
20150921,cocktail4,base5,user_type10,1,378.0
20151002,cocktail4,base5,user_type17,0,222.0
20151012,cocktail4,base5,user_type28,1,795.0
20160318,cocktail4,base5,user_type17,0,558.0
20160506,cocktail4,base5,user_type14,0,487.0
20161007,cocktail4,base5,user_type3,0,714.0
20161020,cocktail4,base5,user_type3,0,369.0
20161021,cocktail4,base5,user_type14,0,734.0
20161109,cocktail4,base5,user_type22,1,589.0
20161111,cocktail4,base5,user_type17,0,768.0
20161121,cocktail4,base5,user_type3,0,1585.0
20170508,cocktail4,base5,user_type16,0,444.0
20160418,cocktail4,base52,user_type59,0,245.0
20150408,cocktail4,base10,user_type3,0,908.0
20151030,cocktail4,base10,user_type3,0,92.0
20160404,cocktail4,base10,user_type22,1,203.0
20160407,cocktail4,base10,user_type22,1,134.0
20160411,cocktail4,base10,user_type38,1,190.0
20160421,cocktail4,base10,user_type22,1,46.0
20181018,cocktail4,base10,user_type3,0,414.0
20150910,cocktail4,base9,user_type3,0,12.0
20150925,cocktail4,base9,user_type3,0,867.0
20151012,cocktail4,base9,user_type28,1,1577.0
20151030,cocktail4,base9,user_type14,0,328.0
20160316,cocktail4,base9,user_type28,1,411.0
20160419,cocktail4,base9,user_type3,0,908.0
20160421,cocktail4,base9,user_type22,1,874.0
20161227,cocktail4,base9,user_type79,1,243.0
20180509,cocktail4,base9,user_type5,0,133.0
20151102,cocktail4,base27,user_type3,0,28.0
20160318,cocktail4,base27,user_type17,0,516.0
20160425,cocktail4,base27,user_type16,0,386.0
20160719,cocktail4,base27,user_type18,1,40.0
20150615,cocktail4,base37,user_type6,1,350.0
20160512,cocktail4,base37,user_type3,0,459.0
20160524,cocktail4,base37,user_type3,0,1953.0
20170622,cocktail4,base37,user_type3,0,1938.0
20181018,cocktail4,base37,user_type3,0,279.0
20151006,cocktail4,base76,user_type3,0,744.0
20151102,cocktail4,base76,user_type3,0,1117.0
20161104,cocktail4,base76,user_type3,0,658.0
20171020,cocktail4,base76,user_type3,0,1767.0
20180319,cocktail4,base76,user_type3,0,8272.0
20180417,cocktail4,base76,user_type3,0,707.0
20150910,cocktail4,base19,user_type3,0,12.0
20151012,cocktail4,base19,user_type10,1,197.0
20151014,cocktail4,base19,user_type3,0,1805.0
20160328,cocktail4,base19,user_type3,0,51.0
20150408,cocktail4,base4,user_type3,0,1297.0
20160407,cocktail4,base4,user_type22,1,538.0
20160419,cocktail4,base4,user_type3,0,653.0
20171201,cocktail4,base4,user_type51,1,452.0
20150615,cocktail4,base50,user_type6,1,256.0
20150504,cocktail4,base14,user_type28,1,671.0
20151028,cocktail4,base14,user_type3,0,714.0
20160504,cocktail4,base14,user_type3,0,848.0
20161017,cocktail4,base14,user_type3,0,202.0
20161020,cocktail4,base14,user_type3,0,948.0
20180604,cocktail4,base14,user_type3,0,1007.0
20150421,cocktail4,base2,user_type16,0,168.0
20150512,cocktail4,base2,user_type16,0,420.0
20160426,cocktail4,base2,user_type3,0,744.0
20160531,cocktail4,base2,user_type38,1,214.0
20161104,cocktail4,base2,user_type3,0,1092.0
20170508,cocktail4,base2,user_type16,0,659.0
20170613,cocktail4,base2,user_type3,0,1387.0
20171020,cocktail4,base2,user_type3,0,1767.0
20171201,cocktail4,base2,user_type51,1,78.0
20180118,cocktail4,base2,user_type38,1,86.0
20180511,cocktail4,base2,user_type3,0,273.0
20180622,cocktail4,base2,user_type3,0,364.0
20181101,cocktail4,base2,user_type3,0,105.0
20150716,cocktail4,base7,user_type59,0,700.0
20150921,cocktail4,base7,user_type10,1,383.0
20161021,cocktail4,base7,user_type79,1,107.0
20170424,cocktail4,base7,user_type3,0,826.0
20180601,cocktail4,base7,user_type16,0,582.0
20181029,cocktail4,base7,user_type16,0,2920.0
20150925,cocktail4,base32,user_type3,0,1581.0
20151016,cocktail4,base32,user_type3,0,948.0
20160411,cocktail4,base32,user_type38,1,459.0
20160525,cocktail4,base32,user_type3,0,418.0
20160527,cocktail4,base32,user_type3,0,216.0
